"Olympic Games","Country","Gold","Silver","Bronze","Total"
"1896 Summer","Greece",10,18,20,48
"1896 Summer","Germany",25,5,2,32
"1896 Summer","USA",11,7,2,20
"1896 Summer","France",5,4,2,11
"1896 Summer","UK",3,3,3,9
"1896 Summer","Hungary",2,1,3,6
"1896 Summer","Denmark",1,2,3,6
"1896 Summer","Austria",2,1,2,5
"1896 Summer","Australia",2,0,1,3
"1896 Summer","Switzerland",1,2,0,3
"1896 Summer","Sweden",0,0,0,0
"1896 Summer","Italy",0,0,0,0
"1900 Summer","France",52,101,82,235
"1900 Summer","UK",59,34,15,108
"1900 Summer","USA",30,16,17,63
"1900 Summer","Germany",14,20,11,45
"1900 Summer","Belgium",6,24,13,43
"1900 Summer","Netherlands",3,8,16,27
"1900 Summer","Switzerland",16,4,1,21
"1900 Summer","Denmark",4,3,2,9
"1900 Summer","Norway",0,6,3,9
"1900 Summer","Australia",3,0,3,6
"1900 Summer","Austria",0,3,3,6
"1900 Summer","Italy",3,2,0,5
"1900 Summer","Hungary",1,2,2,5
"1900 Summer","Sweden",3,0,1,4
"1900 Summer","Czech Republic",0,1,2,3
"1900 Summer","Mexico",0,0,3,3
"1900 Summer","Spain",2,0,0,2
"1900 Summer","Cuba",1,1,0,2
"1900 Summer","Canada",1,0,1,2
"1900 Summer","India",0,2,0,2
"1900 Summer","Luxembourg",1,0,0,1
"1900 Summer","Haiti",1,0,0,1
"1900 Summer","New Zealand",1,0,0,1
"1900 Summer","Colombia",0,1,0,1
"1900 Summer","Argentina",0,0,0,0
"1900 Summer","Greece",0,0,0,0
"1900 Summer","Iran",0,0,0,0
"1900 Summer","Peru",0,0,0,0
"1900 Summer","Brazil",0,0,0,0
"1900 Summer","Russia",0,0,0,0
"1900 Summer","Romania",0,0,0,0
"1904 Summer","USA",128,141,125,394
"1904 Summer","Canada",27,9,12,48
"1904 Summer","Germany",4,5,7,16
"1904 Summer","Cuba",5,0,0,5
"1904 Summer","Austria",2,1,1,4
"1904 Summer","Hungary",2,1,1,4
"1904 Summer","Australia",0,3,1,4
"1904 Summer","Switzerland",1,0,2,3
"1904 Summer","Norway",2,0,0,2
"1904 Summer","UK",1,1,0,2
"1904 Summer","Greece",1,0,1,2
"1904 Summer","France",0,2,0,2
"1904 Summer","South Africa",0,0,0,0
"1904 Summer","Italy",0,0,0,0
"1906 Summer","Greece",24,48,30,102
"1906 Summer","France",20,16,28,64
"1906 Summer","Italy",21,8,27,56
"1906 Summer","UK",9,22,8,39
"1906 Summer","Denmark",14,19,1,34
"1906 Summer","Germany",14,10,6,30
"1906 Summer","Norway",20,5,0,25
"1906 Summer","USA",12,6,6,24
"1906 Summer","Sweden",2,5,14,21
"1906 Summer","Hungary",5,5,3,13
"1906 Summer","Switzerland",8,3,1,12
"1906 Summer","Belgium",2,3,6,11
"1906 Summer","Austria",3,3,3,9
"1906 Summer","Netherlands",0,1,5,6
"1906 Summer","Finland",2,1,1,4
"1906 Summer","Czech Republic",0,0,3,3
"1906 Summer","Australia",0,0,3,3
"1906 Summer","Canada",1,1,0,2
"1906 Summer","Egypt",0,0,0,0
"1906 Summer","Turkey",0,0,0,0
"1908 Summer","UK",147,131,90,368
"1908 Summer","Sweden",48,18,18,84
"1908 Summer","USA",34,16,15,65
"1908 Summer","Canada",14,8,30,52
"1908 Summer","Norway",7,32,3,42
"1908 Summer","France",12,5,23,40
"1908 Summer","Belgium",1,24,8,33
"1908 Summer","Finland",1,1,28,30
"1908 Summer","Germany",4,11,6,21
"1908 Summer","Hungary",7,7,6,20
"1908 Summer","Australia",15,2,2,19
"1908 Summer","Denmark",0,14,3,17
"1908 Summer","Netherlands",0,0,16,16
"1908 Summer","Italy",2,6,0,8
"1908 Summer","Czech Republic",0,0,6,6
"1908 Summer","Greece",0,3,1,4
"1908 Summer","Russia",1,2,0,3
"1908 Summer","South Africa",1,1,0,2
"1908 Summer","Austria",0,0,1,1
"1908 Summer","Switzerland",0,0,0,0
"1908 Summer","Argentina",0,0,0,0
"1908 Summer","Iceland",0,0,0,0
"1912 Summer","Sweden",103,62,25,190
"1912 Summer","UK",47,64,59,170
"1912 Summer","USA",46,25,36,107
"1912 Summer","Denmark",5,49,33,87
"1912 Summer","Norway",40,6,34,80
"1912 Summer","Finland",9,40,22,71
"1912 Summer","Germany",11,19,23,53
"1912 Summer","Hungary",10,17,3,30
"1912 Summer","France",10,11,5,26
"1912 Summer","Netherlands",0,0,26,26
"1912 Summer","Italy",22,1,2,25
"1912 Summer","Belgium",7,1,11,19
"1912 Summer","Austria",0,9,5,14
"1912 Summer","Russia",0,5,9,14
"1912 Summer","Australia",5,2,3,10
"1912 Summer","Canada",3,2,3,8
"1912 Summer","South Africa",5,2,0,7
"1912 Summer","Switzerland",2,0,0,2
"1912 Summer","Greece",1,0,1,2
"1912 Summer","Chile",0,0,0,0
"1912 Summer","Portugal",0,0,0,0
"1912 Summer","NA",0,0,0,0
"1912 Summer","Poland",0,0,0,0
"1912 Summer","Turkey",0,0,0,0
"1912 Summer","Iceland",0,0,0,0
"1912 Summer","Luxembourg",0,0,0,0
"1912 Summer","Czech Republic",0,0,0,0
"1912 Summer","Japan",0,0,0,0
"1912 Summer","Serbia",0,0,0,0
"1920 Summer","USA",111,45,38,194
"1920 Summer","Belgium",57,65,66,188
"1920 Summer","Sweden",52,38,64,154
"1920 Summer","France",13,71,57,141
"1920 Summer","Norway",58,52,27,137
"1920 Summer","UK",52,42,17,111
"1920 Summer","Italy",67,9,8,84
"1920 Summer","Denmark",26,44,1,71
"1920 Summer","Finland",21,14,17,52
"1920 Summer","Netherlands",15,10,25,50
"1920 Summer","Switzerland",6,2,21,29
"1920 Summer","Spain",0,23,0,23
"1920 Summer","South Africa",3,12,6,21
"1920 Summer","Canada",10,3,3,16
"1920 Summer","Czech Republic",0,0,10,10
"1920 Summer","Brazil",1,1,5,7
"1920 Summer","Australia",0,6,1,7
"1920 Summer","Greece",0,5,0,5
"1920 Summer","Estonia",1,2,0,3
"1920 Summer","Japan",0,3,0,3
"1920 Summer","Luxembourg",0,1,0,1
"1920 Summer","New Zealand",0,0,1,1
"1920 Summer","Egypt",0,0,0,0
"1920 Summer","India",0,0,0,0
"1920 Summer","Serbia",0,0,0,0
"1920 Summer","Monaco",0,0,0,0
"1920 Summer","Chile",0,0,0,0
"1920 Summer","Argentina",0,0,0,0
"1920 Summer","Portugal",0,0,0,0
"1924 Summer","USA",97,36,49,182
"1924 Summer","France",37,51,22,110
"1924 Summer","Sweden",7,22,43,72
"1924 Summer","UK",15,30,19,64
"1924 Summer","Switzerland",14,25,21,60
"1924 Summer","Finland",24,13,15,52
"1924 Summer","Italy",25,5,21,51
"1924 Summer","Belgium",3,30,6,39
"1924 Summer","Netherlands",8,1,18,27
"1924 Summer","Norway",14,5,3,22
"1924 Summer","Hungary",2,12,8,22
"1924 Summer","Canada",0,19,1,20
"1924 Summer","Romania",0,0,16,16
"1924 Summer","Uruguay",14,0,0,14
"1924 Summer","Denmark",2,9,3,14
"1924 Summer","Argentina",5,3,2,10
"1924 Summer","Australia",3,5,2,10
"1924 Summer","Czech Republic",1,4,5,10
"1924 Summer","Estonia",1,1,4,6
"1924 Summer","Poland",0,4,1,5
"1924 Summer","Haiti",0,0,5,5
"1924 Summer","Austria",0,3,1,4
"1924 Summer","Portugal",0,0,4,4
"1924 Summer","South Africa",1,1,1,3
"1924 Summer","Serbia",2,0,0,2
"1924 Summer","Luxembourg",1,1,0,2
"1924 Summer","Ireland",0,1,1,2
"1924 Summer","Greece",1,0,0,1
"1924 Summer","New Zealand",0,0,1,1
"1924 Summer","Japan",0,0,1,1
"1924 Summer","Monaco",0,0,1,1
"1924 Summer","Latvia",0,0,0,0
"1924 Summer","Chile",0,0,0,0
"1924 Summer","Lithuania",0,0,0,0
"1924 Summer","Egypt",0,0,0,0
"1924 Summer","Bulgaria",0,0,0,0
"1924 Summer","Mexico",0,0,0,0
"1924 Summer","Turkey",0,0,0,0
"1924 Summer","Brazil",0,0,0,0
"1924 Summer","Cuba",0,0,0,0
"1924 Summer","Russia",0,0,0,0
"1924 Summer","Spain",0,0,0,0
"1924 Summer","Ecuador",0,0,0,0
"1924 Summer","Philippines",0,0,0,0
"1924 Summer","India",0,0,0,0
"1924 Winter","UK",16,4,11,31
"1924 Winter","Norway",4,7,6,17
"1924 Winter","Finland",4,8,3,15
"1924 Winter","USA",1,10,1,12
"1924 Winter","France",0,0,10,10
"1924 Winter","Canada",9,0,0,9
"1924 Winter","Switzerland",8,0,1,9
"1924 Winter","Sweden",1,8,0,9
"1924 Winter","India",7,0,0,7
"1924 Winter","Belgium",0,0,5,5
"1924 Winter","Austria",3,1,0,4
"1924 Winter","Australia",1,0,0,1
"1924 Winter","Nepal",1,0,0,1
"1924 Winter","Serbia",0,0,0,0
"1924 Winter","Latvia",0,0,0,0
"1924 Winter","Czech Republic",0,0,0,0
"1924 Winter","Italy",0,0,0,0
"1924 Winter","Hungary",0,0,0,0
"1924 Winter","Poland",0,0,0,0
"1928 Summer","USA",47,24,17,88
"1928 Summer","Germany",21,15,41,77
"1928 Summer","Italy",24,22,26,72
"1928 Summer","UK",7,27,24,58
"1928 Summer","Netherlands",20,29,8,57
"1928 Summer","France",12,24,14,50
"1928 Summer","Sweden",7,8,22,37
"1928 Summer","Canada",7,5,21,33
"1928 Summer","Switzerland",16,10,4,30
"1928 Summer","Argentina",3,18,5,26
"1928 Summer","Finland",8,8,9,25
"1928 Summer","Hungary",10,11,0,21
"1928 Summer","Poland",2,3,15,20
"1928 Summer","Uruguay",17,0,0,17
"1928 Summer","Czech Republic",2,12,2,16
"1928 Summer","Denmark",6,5,4,15
"1928 Summer","India",14,0,0,14
"1928 Summer","Serbia",1,1,10,12
"1928 Summer","Norway",4,4,1,9
"1928 Summer","Japan",2,6,1,9
"1928 Summer","Estonia",2,1,6,9
"1928 Summer","South Africa",1,0,5,6
"1928 Summer","Portugal",0,0,6,6
"1928 Summer","Austria",3,0,2,5
"1928 Summer","Belgium",0,1,4,5
"1928 Summer","Egypt",2,1,1,4
"1928 Summer","Australia",1,2,1,4
"1928 Summer","Spain",3,0,0,3
"1928 Summer","New Zealand",1,0,0,1
"1928 Summer","Luxembourg",1,0,0,1
"1928 Summer","Ireland",1,0,0,1
"1928 Summer","Haiti",0,1,0,1
"1928 Summer","Chile",0,1,0,1
"1928 Summer","Philippines",0,0,1,1
"1928 Summer","Panama",0,0,0,0
"1928 Summer","Greece",0,0,0,0
"1928 Summer","Bulgaria",0,0,0,0
"1928 Summer","Cuba",0,0,0,0
"1928 Summer","Monaco",0,0,0,0
"1928 Summer","Romania",0,0,0,0
"1928 Summer","Turkey",0,0,0,0
"1928 Summer","Mexico",0,0,0,0
"1928 Summer","Zimbabwe",0,0,0,0
"1928 Summer","Latvia",0,0,0,0
"1928 Summer","Malta",0,0,0,0
"1928 Summer","Lithuania",0,0,0,0
"1928 Winter","Sweden",2,13,1,16
"1928 Winter","Norway",6,4,5,15
"1928 Winter","USA",6,6,2,14
"1928 Winter","Canada",12,0,0,12
"1928 Winter","Switzerland",0,0,12,12
"1928 Winter","Austria",0,4,2,6
"1928 Winter","Germany",0,0,5,5
"1928 Winter","Finland",2,1,1,4
"1928 Winter","France",2,0,0,2
"1928 Winter","Belgium",0,0,1,1
"1928 Winter","Czech Republic",0,0,1,1
"1928 Winter","UK",0,0,1,1
"1928 Winter","Japan",0,0,0,0
"1928 Winter","Lithuania",0,0,0,0
"1928 Winter","Estonia",0,0,0,0
"1928 Winter","Poland",0,0,0,0
"1928 Winter","Argentina",0,0,0,0
"1928 Winter","Netherlands",0,0,0,0
"1928 Winter","Latvia",0,0,0,0
"1928 Winter","Mexico",0,0,0,0
"1928 Winter","Hungary",0,0,0,0
"1928 Winter","Italy",0,0,0,0
"1928 Winter","Luxembourg",0,0,0,0
"1928 Winter","Serbia",0,0,0,0
"1928 Winter","Romania",0,0,0,0
"1932 Summer","USA",81,47,61,189
"1932 Summer","Italy",21,38,18,77
"1932 Summer","Germany",10,26,7,43
"1932 Summer","France",26,8,6,40
"1932 Summer","Canada",2,13,24,39
"1932 Summer","UK",9,12,14,35
"1932 Summer","Hungary",20,5,8,33
"1932 Summer","Sweden",13,7,12,32
"1932 Summer","Japan",10,17,4,31
"1932 Summer","Finland",5,8,16,29
"1932 Summer","Poland",3,4,14,21
"1932 Summer","India",15,0,0,15
"1932 Summer","Netherlands",2,10,1,13
"1932 Summer","Denmark",0,7,4,11
"1932 Summer","Czech Republic",1,3,2,6
"1932 Summer","Australia",3,1,1,5
"1932 Summer","South Africa",2,0,3,5
"1932 Summer","Austria",1,1,3,5
"1932 Summer","Argentina",3,1,0,4
"1932 Summer","Philippines",0,0,3,3
"1932 Summer","Ireland",2,0,0,2
"1932 Summer","New Zealand",0,2,0,2
"1932 Summer","Mexico",0,2,0,2
"1932 Summer","Latvia",0,1,0,1
"1932 Summer","Switzerland",0,1,0,1
"1932 Summer","Belgium",0,0,1,1
"1932 Summer","Spain",0,0,1,1
"1932 Summer","Uruguay",0,0,1,1
"1932 Summer","China",0,0,0,0
"1932 Summer","Romania",0,0,0,0
"1932 Summer","Monaco",0,0,0,0
"1932 Summer","Luxembourg",0,0,0,0
"1932 Summer","Peru",0,0,0,0
"1932 Summer","Venezuela",0,0,0,0
"1932 Summer","Serbia",0,0,0,0
"1932 Summer","Haiti",0,0,0,0
"1932 Summer","Bulgaria",0,0,0,0
"1932 Summer","Colombia",0,0,0,0
"1932 Summer","Estonia",0,0,0,0
"1932 Summer","Turkey",0,0,0,0
"1932 Summer","Cuba",0,0,0,0
"1932 Summer","Portugal",0,0,0,0
"1932 Summer","Greece",0,0,0,0
"1932 Summer","El Salvador",0,0,0,0
"1932 Summer","Norway",0,0,0,0
"1932 Summer","Guatemala",0,0,0,0
"1932 Summer","Brazil",0,0,0,0
"1932 Winter","USA",10,21,3,34
"1932 Winter","Canada",14,1,5,20
"1932 Winter","Germany",0,0,14,14
"1932 Winter","Norway",3,4,3,10
"1932 Winter","Sweden",1,2,0,3
"1932 Winter","Finland",1,1,1,3
"1932 Winter","France",2,0,0,2
"1932 Winter","Austria",1,1,0,2
"1932 Winter","Switzerland",0,2,0,2
"1932 Winter","Hungary",0,0,2,2
"1932 Winter","Romania",0,0,0,0
"1932 Winter","UK",0,0,0,0
"1932 Winter","Poland",0,0,0,0
"1932 Winter","Italy",0,0,0,0
"1932 Winter","Belgium",0,0,0,0
"1932 Winter","Japan",0,0,0,0
"1932 Winter","Czech Republic",0,0,0,0
"1936 Summer","Germany",93,70,61,224
"1936 Summer","USA",51,29,16,96
"1936 Summer","Italy",37,34,5,76
"1936 Summer","Austria",6,42,7,55
"1936 Summer","Switzerland",5,23,24,52
"1936 Summer","France",13,13,18,44
"1936 Summer","Hungary",25,1,15,41
"1936 Summer","Netherlands",9,7,21,37
"1936 Summer","UK",12,16,8,36
"1936 Summer","Sweden",7,11,17,35
"1936 Summer","Norway",1,12,15,28
"1936 Summer","Finland",8,6,13,27
"1936 Summer","Japan",9,4,10,23
"1936 Summer","Canada",1,12,9,22
"1936 Summer","India",19,0,0,19
"1936 Summer","Czech Republic",5,12,1,18
"1936 Summer","Mexico",0,0,16,16
"1936 Summer","Belgium",0,0,14,14
"1936 Summer","Poland",0,6,6,12
"1936 Summer","Argentina",5,2,4,11
"1936 Summer","Estonia",2,2,3,7
"1936 Summer","Denmark",0,3,3,6
"1936 Summer","Egypt",2,1,2,5
"1936 Summer","Portugal",0,0,3,3
"1936 Summer","Turkey",1,0,1,2
"1936 Summer","Latvia",0,1,1,2
"1936 Summer","New Zealand",1,0,0,1
"1936 Summer","Romania",0,1,0,1
"1936 Summer","South Africa",0,1,0,1
"1936 Summer","Serbia",0,1,0,1
"1936 Summer","Australia",0,0,1,1
"1936 Summer","Philippines",0,0,1,1
"1936 Summer","Monaco",0,0,0,0
"1936 Summer","Uruguay",0,0,0,0
"1936 Summer","Luxembourg",0,0,0,0
"1936 Summer","Boliva",0,0,0,0
"1936 Summer","Chile",0,0,0,0
"1936 Summer","Malta",0,0,0,0
"1936 Summer","Liechtenstein",0,0,0,0
"1936 Summer","Bulgaria",0,0,0,0
"1936 Summer","Costa Rica",0,0,0,0
"1936 Summer","Greece",0,0,0,0
"1936 Summer","Bermuda",0,0,0,0
"1936 Summer","China",0,0,0,0
"1936 Summer","Colombia",0,0,0,0
"1936 Summer","Brazil",0,0,0,0
"1936 Summer","Afghanistan",0,0,0,0
"1936 Summer","Iceland",0,0,0,0
"1936 Summer","Peru",0,0,0,0
"1936 Winter","Norway",7,8,3,18
"1936 Winter","UK",12,1,4,17
"1936 Winter","USA",2,0,14,16
"1936 Winter","Canada",0,13,0,13
"1936 Winter","Switzerland",4,6,0,10
"1936 Winter","Sweden",2,2,6,10
"1936 Winter","Finland",4,2,3,9
"1936 Winter","Germany",4,3,0,7
"1936 Winter","Austria",1,2,2,5
"1936 Winter","Hungary",0,0,2,2
"1936 Winter","France",0,0,1,1
"1936 Winter","Japan",0,0,0,0
"1936 Winter","Italy",0,0,0,0
"1936 Winter","Belgium",0,0,0,0
"1936 Winter","Australia",0,0,0,0
"1936 Winter","Estonia",0,0,0,0
"1936 Winter","Poland",0,0,0,0
"1936 Winter","Latvia",0,0,0,0
"1936 Winter","Serbia",0,0,0,0
"1936 Winter","Liechtenstein",0,0,0,0
"1936 Winter","Netherlands",0,0,0,0
"1936 Winter","Romania",0,0,0,0
"1936 Winter","Turkey",0,0,0,0
"1936 Winter","Spain",0,0,0,0
"1936 Winter","Czech Republic",0,0,0,0
"1936 Winter","Luxembourg",0,0,0,0
"1936 Winter","Bulgaria",0,0,0,0
"1936 Winter","Greece",0,0,0,0
"1948 Summer","USA",87,30,35,152
"1948 Summer","Sweden",30,15,30,75
"1948 Summer","France",26,22,24,72
"1948 Summer","Italy",21,32,14,67
"1948 Summer","Hungary",15,25,22,62
"1948 Summer","UK",7,42,12,61
"1948 Summer","Denmark",7,17,27,51
"1948 Summer","Netherlands",8,2,32,42
"1948 Summer","Switzerland",5,25,6,36
"1948 Summer","Finland",17,8,8,33
"1948 Summer","India",20,0,0,20
"1948 Summer","Czech Republic",14,3,3,20
"1948 Summer","Norway",3,4,11,18
"1948 Summer","Australia",2,9,5,16
"1948 Summer","Serbia",0,16,0,16
"1948 Summer","Belgium",5,2,8,15
"1948 Summer","Turkey",6,4,2,12
"1948 Summer","Argentina",3,7,1,11
"1948 Summer","Brazil",0,0,10,10
"1948 Summer","Mexico",4,1,4,9
"1948 Summer","Austria",2,2,4,8
"1948 Summer","Canada",0,2,5,7
"1948 Summer","South Africa",2,2,2,6
"1948 Summer","Egypt",2,2,1,5
"1948 Summer","Portugal",0,2,3,5
"1948 Summer","Jamaica",1,2,0,3
"1948 Summer","Spain",0,3,0,3
"1948 Summer","Uruguay",0,1,2,3
"1948 Summer","Poland",1,0,1,2
"1948 Summer","Cuba",0,2,0,2
"1948 Summer","South Korea",0,0,2,2
"1948 Summer","Panama",0,0,2,2
"1948 Summer","Peru",1,0,0,1
"1948 Summer","Sri Lanka",0,1,0,1
"1948 Summer","Trinidad",0,1,0,1
"1948 Summer","Iran",0,0,1,1
"1948 Summer","Ireland",0,0,1,1
"1948 Summer","Puerto Rico",0,0,1,1
"1948 Summer","Chile",0,0,0,0
"1948 Summer","Guyana",0,0,0,0
"1948 Summer","Venezuela",0,0,0,0
"1948 Summer","Myanmar",0,0,0,0
"1948 Summer","Iraq",0,0,0,0
"1948 Summer","China",0,0,0,0
"1948 Summer","Colombia",0,0,0,0
"1948 Summer","Philippines",0,0,0,0
"1948 Summer","Luxembourg",0,0,0,0
"1948 Summer","Monaco",0,0,0,0
"1948 Summer","New Zealand",0,0,0,0
"1948 Summer","Lebanon",0,0,0,0
"1948 Summer","Malta",0,0,0,0
"1948 Summer","Iceland",0,0,0,0
"1948 Summer","Pakistan",0,0,0,0
"1948 Summer","Liechtenstein",0,0,0,0
"1948 Summer","Syria",0,0,0,0
"1948 Summer","Afghanistan",0,0,0,0
"1948 Summer","Greece",0,0,0,0
"1948 Summer","Bermuda",0,0,0,0
"1948 Winter","Switzerland",4,5,19,28
"1948 Winter","Czech Republic",0,17,0,17
"1948 Winter","USA",6,4,6,16
"1948 Winter","Canada",13,0,2,15
"1948 Winter","Sweden",7,3,3,13
"1948 Winter","Norway",4,3,6,13
"1948 Winter","Finland",1,6,2,9
"1948 Winter","Austria",1,3,4,8
"1948 Winter","Belgium",2,4,0,6
"1948 Winter","France",2,1,2,5
"1948 Winter","Hungary",0,2,0,2
"1948 Winter","UK",0,0,2,2
"1948 Winter","Italy",1,0,0,1
"1948 Winter","Romania",0,0,0,0
"1948 Winter","Lebanon",0,0,0,0
"1948 Winter","Chile",0,0,0,0
"1948 Winter","Netherlands",0,0,0,0
"1948 Winter","Turkey",0,0,0,0
"1948 Winter","Spain",0,0,0,0
"1948 Winter","Denmark",0,0,0,0
"1948 Winter","Iceland",0,0,0,0
"1948 Winter","Bulgaria",0,0,0,0
"1948 Winter","Greece",0,0,0,0
"1948 Winter","Poland",0,0,0,0
"1948 Winter","South Korea",0,0,0,0
"1948 Winter","Argentina",0,0,0,0
"1948 Winter","Liechtenstein",0,0,0,0
"1948 Winter","Serbia",0,0,0,0
"1952 Summer","USA",83,23,28,134
"1952 Summer","Russia",36,62,19,117
"1952 Summer","Hungary",53,17,32,102
"1952 Summer","Sweden",23,24,23,70
"1952 Summer","Italy",17,22,15,54
"1952 Summer","France",14,9,17,40
"1952 Summer","Finland",8,3,29,40
"1952 Summer","Germany",0,14,26,40
"1952 Summer","Switzerland",2,19,12,33
"1952 Summer","UK",3,2,26,31
"1952 Summer","Czech Republic",11,4,10,25
"1952 Summer","Serbia",4,20,0,24
"1952 Summer","Australia",7,2,11,20
"1952 Summer","Netherlands",0,18,0,18
"1952 Summer","India",14,0,1,15
"1952 Summer","South Africa",2,8,4,14
"1952 Summer","Uruguay",0,0,14,14
"1952 Summer","Norway",5,8,0,13
"1952 Summer","Japan",1,9,2,12
"1952 Summer","Denmark",3,1,5,9
"1952 Summer","Jamaica",5,3,0,8
"1952 Summer","Belgium",5,3,0,8
"1952 Summer","Iran",0,3,4,7
"1952 Summer","Argentina",2,2,2,6
"1952 Summer","Canada",1,3,0,4
"1952 Summer","Poland",1,2,1,4
"1952 Summer","Romania",1,1,2,4
"1952 Summer","Chile",0,4,0,4
"1952 Summer","Turkey",2,0,1,3
"1952 Summer","Brazil",1,0,2,3
"1952 Summer","New Zealand",1,0,2,3
"1952 Summer","Austria",0,1,2,3
"1952 Summer","Lebanon",0,1,1,2
"1952 Summer","South Korea",0,0,2,2
"1952 Summer","Trinidad",0,0,2,2
"1952 Summer","Portugal",0,0,2,2
"1952 Summer","Luxembourg",1,0,0,1
"1952 Summer","Spain",0,1,0,1
"1952 Summer","Mexico",0,1,0,1
"1952 Summer","Ireland",0,1,0,1
"1952 Summer","Bulgaria",0,0,1,1
"1952 Summer","Venezuela",0,0,1,1
"1952 Summer","Egypt",0,0,1,1
"1952 Summer","Curacao",0,0,0,0
"1952 Summer","Greece",0,0,0,0
"1952 Summer","Monaco",0,0,0,0
"1952 Summer","Philippines",0,0,0,0
"1952 Summer","Ghana",0,0,0,0
"1952 Summer","Bahamas",0,0,0,0
"1952 Summer","Iceland",0,0,0,0
"1952 Summer","Israel",0,0,0,0
"1952 Summer","Thailand",0,0,0,0
"1952 Summer","Pakistan",0,0,0,0
"1952 Summer","Guatemala",0,0,0,0
"1952 Summer","Cuba",0,0,0,0
"1952 Summer","Bermuda",0,0,0,0
"1952 Summer","Guyana",0,0,0,0
"1952 Summer","Puerto Rico",0,0,0,0
"1952 Summer","Indonesia",0,0,0,0
"1952 Summer","Vietnam",0,0,0,0
"1952 Summer","Sri Lanka",0,0,0,0
"1952 Summer","Nigeria",0,0,0,0
"1952 Summer","Liechtenstein",0,0,0,0
"1952 Summer","Panama",0,0,0,0
"1952 Summer","Myanmar",0,0,0,0
"1952 Summer","China",0,0,0,0
"1952 Winter","USA",4,25,1,30
"1952 Winter","Sweden",0,0,23,23
"1952 Winter","Norway",7,6,6,19
"1952 Winter","Canada",16,0,1,17
"1952 Winter","Germany",8,2,2,12
"1952 Winter","Finland",6,4,2,12
"1952 Winter","Austria",2,4,2,8
"1952 Winter","Switzerland",0,0,6,6
"1952 Winter","Netherlands",0,3,0,3
"1952 Winter","Italy",1,0,1,2
"1952 Winter","Hungary",0,0,2,2
"1952 Winter","UK",1,0,0,1
"1952 Winter","France",0,0,1,1
"1952 Winter","Iceland",0,0,0,0
"1952 Winter","Serbia",0,0,0,0
"1952 Winter","Lebanon",0,0,0,0
"1952 Winter","Denmark",0,0,0,0
"1952 Winter","Chile",0,0,0,0
"1952 Winter","Romania",0,0,0,0
"1952 Winter","Poland",0,0,0,0
"1952 Winter","New Zealand",0,0,0,0
"1952 Winter","Greece",0,0,0,0
"1952 Winter","Japan",0,0,0,0
"1952 Winter","Bulgaria",0,0,0,0
"1952 Winter","Belgium",0,0,0,0
"1952 Winter","Spain",0,0,0,0
"1952 Winter","Australia",0,0,0,0
"1952 Winter","Argentina",0,0,0,0
"1952 Winter","Portugal",0,0,0,0
"1952 Winter","Czech Republic",0,0,0,0
"1956 Summer","Russia",68,46,55,169
"1956 Summer","USA",61,42,20,123
"1956 Summer","Australia",28,13,26,67
"1956 Summer","Hungary",30,20,14,64
"1956 Summer","Germany",9,20,23,52
"1956 Summer","Italy",26,11,10,47
"1956 Summer","UK",8,16,22,46
"1956 Summer","Sweden",14,14,6,34
"1956 Summer","France",7,13,13,33
"1956 Summer","Finland",3,1,22,26
"1956 Summer","Japan",4,15,5,24
"1956 Summer","Serbia",0,23,0,23
"1956 Summer","Romania",6,3,10,19
"1956 Summer","Canada",5,9,5,19
"1956 Summer","Poland",1,9,9,19
"1956 Summer","Bulgaria",1,3,14,18
"1956 Summer","India",17,0,0,17
"1956 Summer","Pakistan",0,14,0,14
"1956 Summer","Uruguay",0,0,12,12
"1956 Summer","Turkey",3,2,2,7
"1956 Summer","Czech Republic",1,5,1,7
"1956 Summer","South Africa",0,0,7,7
"1956 Summer","Denmark",1,4,1,6
"1956 Summer","Iran",2,2,1,5
"1956 Summer","Ireland",1,1,3,5
"1956 Summer","Chile",0,2,2,4
"1956 Summer","Austria",0,0,4,4
"1956 Summer","New Zealand",3,0,0,3
"1956 Summer","Norway",1,0,2,3
"1956 Summer","Switzerland",0,0,3,3
"1956 Summer","Mexico",1,0,1,2
"1956 Summer","Belgium",0,2,0,2
"1956 Summer","South Korea",0,1,1,2
"1956 Summer","Argentina",0,1,1,2
"1956 Summer","Bahamas",0,0,2,2
"1956 Summer","Brazil",1,0,0,1
"1956 Summer","Iceland",0,1,0,1
"1956 Summer","Greece",0,0,1,1
"1956 Summer","Luxembourg",0,0,0,0
"1956 Summer","Fiji",0,0,0,0
"1956 Summer","Indonesia",0,0,0,0
"1956 Summer","Venezuela",0,0,0,0
"1956 Summer","Jamaica",0,0,0,0
"1956 Summer","Trinidad",0,0,0,0
"1956 Summer","Bermuda",0,0,0,0
"1956 Summer","Malaysia",0,0,0,0
"1956 Summer","Netherlands",0,0,0,0
"1956 Summer","Cuba",0,0,0,0
"1956 Summer","Sri Lanka",0,0,0,0
"1956 Summer","China",0,0,0,0
"1956 Summer","Peru",0,0,0,0
"1956 Summer","Israel",0,0,0,0
"1956 Summer","Colombia",0,0,0,0
"1956 Summer","Nigeria",0,0,0,0
"1956 Summer","Myanmar",0,0,0,0
"1956 Summer","Thailand",0,0,0,0
"1956 Summer","Uganda",0,0,0,0
"1956 Summer","Philippines",0,0,0,0
"1956 Summer","Taiwan",0,0,0,0
